# MLPRegressor
# dataset: cup
# date: 2020-03-14T22_53_31.732272
# parameters: {"hidden_layer_sizes": [50, 50], "alpha": 0.002, "batch_size": 1, "activation": "logistic", "learning_rate": "linear", "learning_rate_init": 0.07, "power_t": 0.5, "max_iter": 100, "shuffle": true, "random_state": null, "tol": 1e-05, "verbose": false, "warm_start": false, "momentum": 0.0, "nesterovs_momentum": true, "early_stopping": true, "validation_fraction": 0.1, "n_iter_no_change": 10}
epoch	train_loss(squared)	valid_loss(squared)	valid_accuracy(euclidean)
1	3.3426414466188588	2.8594381270756823	1.9567214127734547
2	2.4978815206932503	2.045875325841863	1.7249692187142724
3	2.2267538815775554	1.812582814939697	1.5482314735525964
4	2.471789883481772	2.2932095445730676	1.710867251403534
5	1.6765333085090677	1.1608681434225607	1.1935039498740327
6	1.791337737416521	1.553282895169545	1.478042726978339
7	2.705153087184115	2.7080560526256643	2.099215468049025
8	1.8271245613738931	1.5238346894812773	1.4783923034265685
9	1.8224663722907597	1.4900930666721397	1.4235417922503018
10	2.869377534433936	2.54487876255369	1.8631220150645358
11	1.550876508140105	1.3924222787661336	1.3610481628625892
12	1.2219651333086268	1.169922478665138	1.2275834528842997
13	2.461837932600804	2.350861065071128	1.899074265377673
14	1.2451807325468118	1.0256841611583298	1.1015231734094713
15	1.7563429521366185	1.3626658808151046	1.3649909778886664
16	1.3337492984907806	1.1588580816006366	1.1859484455407208
17	1.1244482551230113	0.9645311216730804	1.0877795073238137
18	1.5798875320189212	1.3270511236843405	1.2963314470598708
19	1.5258474495156327	1.3008029374487258	1.3255082325120469
20	1.1941648801736837	1.1382387321771426	1.1737682747145426
21	1.2332188047928478	1.1218635942008104	1.1476462005882566
22	1.4340413263914111	1.4113197349822812	1.4364689403032331
23	1.6608063330343945	1.5117008262903793	1.477840445502611
24	1.1979993848178399	1.107321093521091	1.137339610613644
25	1.0883643846739186	0.9862486295407531	1.067173506952641
26	2.04330494055322	2.0005431397408397	1.711859302993066
27	1.1144920986107987	1.0167236951339265	1.0782775781129201
28	1.1101596904584619	1.1059356152704893	1.1644481803142337
29	1.2587268302983086	1.2239025370681686	1.2476039000090036
30	1.054433910768873	0.9190232434004261	1.0329152163445423
31	1.1695015576615662	1.07206102113649	1.1857424338188054
32	1.0704298284638583	0.9670076419900738	1.0448725866156656
33	1.0646012247244876	1.1041667221834173	1.1483267251655545
34	1.0624101553702765	0.9679679439030507	1.0917926409960055
35	1.0324937596620671	0.8959028622418634	1.0586533492150034
36	1.0015270263432212	0.9481983345047659	1.04573685357146
37	1.0436830210523542	1.0111977170223334	1.130331129380831
