# MLPRegressor
# dataset: cup
# date: 2020-03-14T22_43_59.897855
# parameters: {"hidden_layer_sizes": [50, 50], "alpha": 0.002, "batch_size": 1, "activation": "logistic", "learning_rate": "linear", "learning_rate_init": 0.07, "power_t": 0.5, "max_iter": 100, "shuffle": true, "random_state": null, "tol": 1e-05, "verbose": false, "warm_start": false, "momentum": 0.0, "nesterovs_momentum": true, "early_stopping": true, "validation_fraction": 0.1, "n_iter_no_change": 10}
epoch	train_loss(squared)	valid_loss(squared)	valid_accuracy(euclidean)
1	2.4877077659947173	2.0681535514439	1.7453459582995068
2	2.9544973861061936	2.854505223365788	2.1616627961013464
3	5.690796606926355	4.827534399709742	2.7689565405533907
4	2.3140617283340728	1.9987566427340278	1.7405241795300679
5	2.3424992578270905	2.0256330268362253	1.617344120021631
6	2.2490071794170854	2.8154030435764543	2.037431129684185
7	1.491403149483771	1.3739502278694649	1.2993486301428179
8	2.658199599249408	2.4637129388441443	1.8795377142586984
9	1.3062217885626768	1.3619609981933047	1.3466469612418297
10	1.292130280190361	1.247664866273693	1.2537652674852096
11	1.027474314351596	1.1079999873053394	1.11947677257054
12	1.1534630423392116	1.2051323066433035	1.2144324643864925
13	1.9055887902454383	1.7427082765126052	1.5382185980863994
14	1.3579382271131253	1.2467709108362528	1.2442841143959305
15	1.0648161868195336	1.1526927042464736	1.1976131004768502
16	1.7065541663479376	1.4797135849318865	1.4364650706987927
17	1.6779113619680903	1.3007534824304638	1.3109459476554173
18	2.158288032717168	1.7922735728718924	1.64467326122246
19	1.3478960215588975	1.33884114392452	1.3492211161793837
20	1.6863992508852477	2.0292659636629424	1.597761294699499
21	1.5510277514481094	1.6847101899194914	1.5465986454874159
22	1.4466684866617254	1.5990250408301299	1.513494181936779
23	1.1642536792439404	1.1517962551924612	1.1444981182160543
24	1.8299946225612218	1.9351886938475347	1.7186504922280368
25	1.2073602761340998	1.169582990199666	1.2448881806059595
26	1.1185582669613896	1.2068597245874542	1.2212648345853692
27	0.9039419864200802	0.9964845673713013	1.0720187798852459
28	1.1671918926710594	1.2474936034528414	1.3009182226323175
29	1.1198186246901343	1.0679709578633831	1.1669899933774266
30	1.2359653448988173	1.1847608046977136	1.2798481769583083
31	1.1413723007658005	1.0774377813426157	1.1549111440188844
32	0.9304734068334658	0.923370659647779	1.0801746764686841
33	1.1533570530356931	1.0837823200935959	1.1799244763650893
34	0.8100246032446563	0.8804335672988812	1.017485190639862
35	1.0675853658402068	1.0305106705812646	1.1289643553702686
36	1.751971602080457	1.5881265407670595	1.4119717225826225
37	0.9871553931124732	1.0761326530666586	1.1696106398739707
38	1.062841075509143	1.107904491962925	1.1742251932688987
39	0.939399226806999	0.9420310659150873	1.0884985863445802
40	0.9091829013422492	0.9884981144759758	1.1227886298732401
41	0.7475842554095201	0.9471628064789157	1.066945130663535
42	1.2928770461919277	1.25619387948044	1.2765756235121306
43	0.7441512006764113	0.899457320255654	1.0384549950889248
44	0.7934991032869175	0.9044759134574758	1.0334001980398124
45	0.966490942223059	1.012243763421276	1.1000890303445248
46	0.774645811666601	0.9325577891398866	1.0295558760960415
47	0.781596881222325	0.9054376944120537	1.0497024069935403
48	0.735930968002349	0.8871736328955172	0.9772966012467247
49	0.7611150330661853	0.8336089187862781	0.9650357271278018
50	0.7743486341733349	0.8903600858888642	1.020731036361395
51	0.7925850376289925	0.9022234535502803	1.0296143711208938
52	0.8499459776333457	0.9111451017777885	1.0163533281105481
53	0.8265745238729673	0.9958868468496335	1.0596576225601824
54	0.7226111523579101	0.833224958725996	0.9718590818418895
55	0.7603796471750387	0.8369032118104736	0.9718787792464899
56	0.8937655529973169	0.8828026212630248	1.042770228711869
57	0.7711528136060436	0.8728021521394339	0.9694483752435448
58	0.7525238000229726	0.872425866774485	1.0030603973205323
59	0.7418897428972078	0.8772120038194131	0.9898034353542849
60	0.695287619943857	0.8491549485513366	0.965357455233282
61	0.7536912707327096	0.8197209305586897	0.9570157641732236
62	0.9070986127520118	0.9501566304871355	1.025422262759823
63	0.9594280784942392	0.9438158481287614	1.0517713575612455
64	0.8152436275499695	0.912207363967059	1.0283899538567494
65	0.7204088393565873	0.8370920599725779	0.9523187493526283
66	0.732178129329247	0.884145110725012	0.9681108030482195
67	0.8208868978564954	0.9239227640849463	1.0471500958682736
68	0.9038407082125341	0.8984289127173775	1.0033700754045396
69	0.9404021554575571	0.9794099835418498	1.1253628054666314
70	0.9192709136113171	0.9470444342003502	1.0420248553408507
71	0.7797695923837921	0.8755357730802309	0.9828224169342383
72	0.7907048025889069	0.8595681858228446	1.003482973895498
73	0.7455279732042375	0.8794149249472177	0.9905903995032209
74	0.7190010127899685	0.8189571869069372	0.9454587438690458
75	0.7791466909015824	0.8681668776576024	0.9874583554012916
76	0.7178273386954427	0.8863371662423997	0.9936393066774619
77	0.8263599169586655	0.8920083880025393	0.9928537682526809
78	0.7152472108261898	0.8472752593072136	0.9562204866205978
79	0.7885605368887415	0.9613004108904792	1.0728195601780837
80	0.8518801197960268	0.9568522609332276	1.0523151865359686
81	0.7474929936775615	0.8545393468014065	0.9784487407171468
82	0.8763226573907126	0.919777648711902	1.036217917280658
83	0.7096752076085876	0.8841296781263382	0.9763398093767764
84	0.7202138082848683	0.857804061261905	0.9287915879354237
85	0.7302346928259977	0.8641931431086411	0.9480964002499372
86	0.7324475810930442	0.879722492687769	0.9613589644342231
87	0.7465333078168924	0.895990939681795	0.9795478459718526
88	0.6749860135169047	0.8434996394777283	0.9344565704518958
89	0.7413143364351643	0.856877433887919	0.9343037322730487
90	0.7325462722753656	0.8591468492525882	0.9450675508065993
91	0.7002481875987752	0.8655212204783717	0.9413461907778927
92	0.7120209372116831	0.8526695499121232	0.9337179601858712
93	0.6927084578372369	0.8554970092017751	0.9388648545539656
94	0.7129542005408734	0.8589629990096839	0.9342371206903004
95	0.7231512075927712	0.8565055904526028	0.9387999750444692
96	0.7736208159189748	0.8765699410191848	0.9519096034527829
97	0.7060710948992551	0.8546720136241966	0.937263114820161
98	0.6968219360774497	0.852944919876474	0.9376459418692495
99	0.6971641022570653	0.850875904127294	0.9335896823491405
100	0.7013242925723288	0.8490530846921246	0.9342932566847217
# MLPRegressor
# dataset: cup
# date: 2020-03-14T22_43_59.897855
# parameters: {"hidden_layer_sizes": [50, 50], "alpha": 0.002, "batch_size": 1, "activation": "logistic", "learning_rate": "linear", "learning_rate_init": 0.07, "power_t": 0.5, "max_iter": 100, "shuffle": true, "random_state": null, "tol": 1e-05, "verbose": false, "warm_start": false, "momentum": 0.0, "nesterovs_momentum": true, "early_stopping": true, "validation_fraction": 0.1, "n_iter_no_change": 10}
epoch	train_loss(squared)	valid_loss(squared)	valid_accuracy(euclidean)
1	1.4564318578117252	1.8022503835282822	1.5827432976465998
2	1.6901089429992102	1.7804065777509992	1.5372754950597889
3	3.0610105544016606	3.2001573657177382	2.2030352249382528
4	4.438963898234822	4.62519445595298	2.712663243678686
5	1.90644062791874	1.694306305942528	1.519576767212225
6	1.9697426130634983	1.7012320890054522	1.5028757851844328
7	2.375280529220218	2.4086232124368245	1.8682093117428662
8	1.7829070598810168	1.5356444245969567	1.3857805544367692
9	1.7812668009579629	1.6094749501696943	1.3903256868749612
10	1.4916996682488792	1.601039735094963	1.5013606642640382
11	1.2238112615853587	1.3034427786080287	1.2817458538079998
12	1.8053222656774117	1.6523581737964699	1.4153286740020155
13	1.2832699203590203	1.4699585969031048	1.4035762270901362
14	1.3374542069805002	1.4929089989943956	1.4578890683382502
15	1.3685229997752983	1.3538748486909478	1.3517958988272973
16	1.2241025082763046	0.9676461679001047	1.0269884217036909
17	1.2312140793998847	1.1334955138537472	1.1697989419125883
18	1.421859782404693	1.3361532717391968	1.2914299575540338
19	1.2413333260993256	1.0586353157962956	1.1763350689228027
20	1.1222079546136463	1.192816241975957	1.19183943505013
21	1.188334175790113	1.129976887160579	1.1634460068067776
22	1.1053613214581997	1.0451536854946883	1.0546999861468975
23	0.9668438325061066	0.9261827445085017	0.9621473396617488
24	1.4349617063734765	1.2398112098488832	1.2807370616527645
25	1.4527412645304378	1.3181966467630752	1.378143574146463
26	1.2074371241011588	1.272014805008318	1.2472801463442955
27	1.069771049896176	1.015332856836505	1.1407794979852701
28	0.9737171233074432	0.9089125441815622	1.0223122900895758
29	1.2393017246045228	1.229019838367212	1.2258796346060654
30	2.2050307450036577	1.8182566041828923	1.5561802137721357
31	1.2417445792339497	1.2543423780623515	1.2401979280581177
32	0.9604162464088994	0.9162262221524478	0.9890695008420246
33	1.0113951140061803	0.969565633530781	1.0644943146115766
34	1.0270389308798893	0.9157953564150294	1.0307266952755745
35	0.977435198633617	0.8956282701530354	0.9793458893344583
36	1.1502283741163233	1.1820025906169898	1.2070208430883678
37	1.0171631723590875	1.0635737366130984	1.0844652306315992
38	1.23825065931023	1.039035991190669	1.0786121774187356
39	1.0310475176779474	0.9538428193823255	1.045065817212341
40	1.0448939383161435	0.9919101625310849	1.0440886698627678
41	1.007397445242089	0.9666900409465475	1.012874752214856
42	0.9180286295692717	0.9765074528386609	1.0285796504036229
43	1.4429395011930997	1.5430560277361407	1.3720256764817718
44	1.125301134695067	1.1511031143355455	1.1793688488743899
45	1.0622926766773853	0.9605377323798366	1.0221166733961575
46	1.6263863106866527	1.7234732913204025	1.5468687824386584
47	1.0726578573946859	1.015185489356518	1.0249910790859462
