# MLPRegressor
# dataset: cup
# date: 2020-03-14T22_56_41.829246
# parameters: {"hidden_layer_sizes": [50, 50], "alpha": 0.002, "batch_size": 1, "activation": "logistic", "learning_rate": "linear", "learning_rate_init": 0.07, "power_t": 0.5, "max_iter": 100, "shuffle": true, "random_state": null, "tol": 1e-05, "verbose": false, "warm_start": false, "momentum": 0.0, "nesterovs_momentum": true, "early_stopping": true, "validation_fraction": 0.1, "n_iter_no_change": 10}
epoch	train_loss(squared)	valid_loss(squared)	valid_accuracy(euclidean)
1	1.919000168091968	1.9645527729592618	1.6312101302809854
2	2.210439141669547	2.5087468252048057	1.9923074573075155
3	2.2065372704047315	2.3507691852202144	1.7726513106548727
4	1.1982422724028254	1.3721454761575835	1.3280803613650742
5	1.2367899490507004	1.1872118608817546	1.2783291380867907
6	1.23679648934132	1.374814790641358	1.3929706886919024
7	1.0435256474614074	1.3080860470145033	1.2938779380068863
8	2.852801340726341	3.14232851717794	2.2988691745222214
9	0.977331007656708	1.1993822373682141	1.2144028706161365
10	1.08678726937057	1.2318542272296378	1.2303579314790762
11	1.00071541029734	1.361160773648545	1.3455534828977544
12	3.600021553609093	3.622674830088485	2.5275598117394846
13	0.9068221005410723	1.114286782554706	1.1791720593079928
14	0.8103726189933891	1.1117084265213408	1.1872992866610041
15	0.9468322149710047	1.0681378019364276	1.1555816115137265
16	0.9478654198070188	1.1911553033083808	1.2408936135042685
17	0.8829232915171022	1.1128120592223594	1.2466483737804699
18	0.8529860755262342	1.1670503840482473	1.1924581980609597
19	0.7634766661117647	1.0505511866927253	1.1532303849409196
20	0.8851456403161779	1.1151391148189393	1.2098630596180966
21	0.7731829627156483	1.2738831261955148	1.2413843148190957
22	0.9991362108661476	1.088612954045035	1.1473948873549555
23	0.8195764770290995	1.0403387203954995	1.1582428162254852
24	1.0598705725256088	1.2125765540811382	1.2132074175639835
25	1.3978817872937461	1.4669112800647697	1.4378824998374955
26	0.8068713178182976	1.1306771394592199	1.1590001373393293
27	0.7022806999510626	0.9748249421267674	1.0779540056711796
28	1.0459333227363312	1.319865046122784	1.2836885146662869
29	0.959483967394648	1.144508661194835	1.1619824246062187
30	0.6261202049613509	0.9222399172201454	1.0291848291693897
31	1.0346818185799336	1.170282288676712	1.146225618824729
32	0.6475225127332752	0.9902835755858045	1.0904082461114843
33	0.6791526473276266	0.9738011706954733	1.0647668334018856
34	0.7255668221869672	0.951828028977981	1.0642755909811181
35	0.7859356913243734	1.065135965737598	1.1318310191697276
36	0.7273552124526879	0.9742336721752818	1.08195638868745
37	0.7366795658525851	1.0182397599238442	1.1170497072699457
38	0.7358756673448632	0.9171417364303415	1.0166783678138944
39	0.6092958066680972	0.9080227189002382	1.047620623274962
40	0.6897706264261134	0.9267390856097925	1.0816004815851656
41	0.6357873460409689	0.9505404286543403	1.0833993244185613
42	0.6681241860267603	0.9448339854432128	1.049698387148522
43	0.9978026018050562	1.2319873201782503	1.3282813090873224
44	0.7820456591929774	1.0756045081812706	1.1976941641715912
45	0.5995462572787873	0.9050787953375672	1.01093988795099
46	0.7049057591437733	0.9761419835559076	1.0597140181819291
47	0.6564603517295432	0.8649292371713576	1.034050633198157
48	0.6698581807027049	0.8756442850125001	1.020971390532183
49	0.5947185266899192	0.8298869541272029	0.9689308515683412
50	0.6061784761412403	0.8399108436783096	0.9978403656158198
51	1.0396063086163545	1.2966623415672587	1.3385067563319597
52	0.6464366825180429	0.8842720693400112	1.0207147601030695
53	0.7134268145732616	0.9087682410827008	1.015357525586155
54	0.6058963021114654	0.858916390819545	1.0193781545964786
55	0.634670952159318	0.8771692207946379	1.0108451556574973
56	0.6814573892356092	0.9176894101416966	1.017777411376631
57	0.7525066722935015	0.9069165580391383	1.0443617607643716
58	0.6089372286865452	0.8224283152385398	0.9872085116523305
59	0.8418488028345796	1.1073197311360534	1.1888076487930712
60	0.6209700945855963	0.8746387391592401	0.9956401775789875
61	0.7300907990200256	0.9320663453444975	1.0327258202429608
62	0.7208689356746465	0.9217101483865066	1.0548987711212257
63	0.6322505686807857	0.8692393140115158	1.007936183260488
64	0.7824978624185341	0.9295106460913367	1.08457782215218
65	0.5852171156130708	0.8405994509518687	0.9853521650785464
66	0.6545852980906368	0.9564756565280298	1.048158797840879
67	0.6362035253220896	0.8856168678094749	1.0349097350834686
68	0.6266337261440458	0.8423872915340943	0.9830381180837324
69	0.652699132601768	0.9191505063500516	1.038926456309162
70	0.5774470061499987	0.8699220924559313	0.9979045628033614
71	0.7567985411585274	0.8915901653672648	1.0393090242216128
72	0.5779993728764897	0.7952997124009195	0.9428599940050897
73	0.675316482635382	0.8473906339145686	1.0097507418905967
74	0.6016068957259353	0.810716908688481	0.9598569014073831
75	0.6956210764342435	0.9147246179588745	1.0555787587327103
76	0.5842967631262357	0.7987351013272357	0.9566854113832237
77	0.6233074435199102	0.8527935342903888	0.9761637623966477
78	0.5626153968421448	0.803722001778228	0.9432564664194109
79	0.6242780163308796	0.8296918046818073	0.992717371539201
80	0.6257496161298519	0.8581494849873944	0.9979406400203318
81	0.6005735701785744	0.7972407607300085	0.9564799039769103
82	0.6320779024628486	0.8827462725506631	0.9990783811445311
83	0.5748447776383193	0.8181888578864273	0.9603936316523627
84	0.6070828155309499	0.8231277336172275	0.9553378805015885
85	0.564102889844014	0.8204395880921354	0.9625656522027364
86	0.5660335641588933	0.8145592181502797	0.9540990983898193
87	0.6231978452467645	0.8369737818454701	0.9908348914613101
88	0.5887099852415488	0.8087651496637733	0.9625036026588685
89	0.6003782094566879	0.816504201247559	0.9727024697470026
90	0.6007292185757713	0.8199936050799961	0.9730702217379482
91	0.6217937283831968	0.8449549670403728	0.9812453592100893
92	0.5987234735330647	0.8143892499765613	0.9582214366901163
93	0.6271521423141184	0.8245049504782624	0.9727486565667799
94	0.5768163139248839	0.8190823891666439	0.9629853271272839
95	0.6029440601644098	0.8331428289469148	0.9829522161474201
96	0.609070103706409	0.8193692507691775	0.9627339334374313
97	0.5994306059667245	0.8253850469969399	0.9665396085117861
98	0.5861219067445179	0.8144297827087413	0.963275403454928
99	0.578013926623288	0.8091886170126357	0.9542789957300334
100	0.5842701589592385	0.8114789798579837	0.959960660976778
# MLPRegressor
# dataset: cup
# date: 2020-03-14T22_56_41.829246
# parameters: {"hidden_layer_sizes": [50, 50], "alpha": 0.002, "batch_size": 1, "activation": "logistic", "learning_rate": "linear", "learning_rate_init": 0.07, "power_t": 0.5, "max_iter": 100, "shuffle": true, "random_state": null, "tol": 1e-05, "verbose": false, "warm_start": false, "momentum": 0.0, "nesterovs_momentum": true, "early_stopping": true, "validation_fraction": 0.1, "n_iter_no_change": 10}
epoch	train_loss(squared)	valid_loss(squared)	valid_accuracy(euclidean)
1	8.515656539442748	7.486028909221196	3.5926502686932187
2	3.2775070967283204	2.2363859677837974	1.7351076659384934
3	4.407913199099776	4.210855940707632	2.692005975349206
4	1.8572703692136026	1.5757811292760022	1.5046053037831881
5	3.000803098657173	2.096596675902166	1.6952415925500988
